     0.000 -2.954196664211795e+00  1.257184013568955e+00 -2.012151000000000e+03 -3.814500000000000e+02  6.316615000000000e+03  5.400336000000000e+00 -5.916814000000000e+00  1.362965000000000e+00
   540.000 -1.249225745359685e+00  1.030957974746037e+00  1.099889522207415e+03 -3.301700987563991e+03  5.806907878694527e+03  5.749386531846521e+00 -4.561620276499312e+00 -3.146920894843563e+00
  1080.000 -9.212745352093806e-01  4.664062034459078e-01  3.835186289126309e+03 -5.049485675294912e+03  3.192702485668697e+03  4.122493375964912e+00 -1.786352478695109e+00 -6.181013459400452e+00
  1620.000 -7.695927802416479e-01 -6.135805369815738e-02  5.376314864518007e+03 -5.208882770718149e+03 -4.608758725279686e+02  1.513454161489713e+00  1.131271430516473e+00 -6.988751629926636e+00
  2160.000 -6.260772950928322e-01 -5.368291141862891e-01  5.468327012657009e+03 -3.954487375354805e+03 -4.015940455430583e+03 -1.118818092638304e+00  3.362971653621510e+00 -5.919547267511665e+00
  2700.000 -3.907356035241668e-01 -9.632955503238484e-01  4.264775974013784e+03 -1.756910752225911e+03 -6.634163475730735e+03 -3.222680435297243e+00  4.602220313789542e+00 -3.625018052976506e+00
  3240.000  3.699657058459547e-01 -1.285989764248942e+00  2.132276282786324e+03  8.269784778839579e+02 -7.814029898296324e+03 -4.527249467684152e+00  4.793721583977831e+00 -6.774234011332662e-01
  3780.000  1.709492007200707e+00 -1.151876356339953e+00 -4.512842312860989e+02  3.234782053757274e+03 -7.334620753919703e+03 -4.869080789427282e+00  3.955242214623157e+00  2.442495260603645e+00
  4320.000  2.107368799948556e+00 -7.405712609876426e-01 -2.927958809143140e+03  4.922173564556374e+03 -5.235318620476411e+03 -4.110160103376366e+00  2.139867771999756e+00  5.227906855876109e+00
  4860.000  2.284507555605348e+00 -2.557854448925216e-01 -4.676666171295718e+03  5.399457295854064e+03 -1.867714775202021e+03 -2.172682819875845e+00 -4.777267669207555e-01  7.009812947156084e+00
  5400.000  2.434659957159385e+00  2.901850048539710e-01 -5.092885724922449e+03  4.350610775239114e+03  2.000741590336012e+03  7.515521489368090e-01 -3.384169313564238e+00  6.938190893105443e+00
  5940.000  2.685443375814374e+00  8.814900765005744e-01 -3.829863490978566e+03  1.879236563398583e+03  5.176060760316763e+03  3.845967272962748e+00 -5.533606777358964e+00  4.412660641567838e+00
  6480.000 -2.311174730587113e+00  1.308692251046517e+00 -1.162456856450558e+03 -1.272276050625563e+03  6.424265664935386e+03  5.716649024898725e+00 -5.757043104864156e+00  4.189395413917207e-02
