     0.000 -2.954234819654828e+00  1.257238058188193e+00 -2.012151000000000e+03 -3.814500000000000e+02  6.316615000000000e+03  5.400336000000000e+00 -5.916814000000000e+00  1.362965000000000e+00
  6000.000  2.735662324008137e+00  9.468792066984110e-01 -3.590187677621201e+03  1.543017949955346e+03  5.428273778260743e+03  4.140450730442212e+00 -5.669415529661683e+00  3.990528731176892e+00
 12000.000  2.531231053538474e+00  5.861749197286079e-01 -4.658765241104822e+03  3.258303866753268e+03  3.774954179857764e+03  2.364497943002725e+00 -4.651387044193840e+00  5.972793758588368e+00
 18000.000  2.413934974074611e+00  2.320007081895735e-01 -5.104661403786735e+03  4.547184070863721e+03  1.615704232001033e+03  4.127438173810719e-01 -3.103492909326313e+00  7.057295739485749e+00
 24000.000  2.320920119302011e+00 -1.029759625344813e-01 -4.923088565825240e+03  5.283310385376131e+03 -7.467692236978978e+02 -1.411707957949149e+00 -1.321722692250491e+00  7.224220608868642e+00
 30000.000  2.228024190080289e+00 -4.160714058720166e-01 -4.192270107267486e+03  5.432206931244738e+03 -3.031593328281719e+03 -2.910515712269560e+00  4.401156317042010e-01  6.610929624061739e+00
 36000.000  2.114098938081112e+00 -7.063510717771503e-01 -3.037779748256338e+03  5.029914120422757e+03 -5.014811201943370e+03 -3.989221063751101e+00  2.008048315408762e+00  5.414628095431230e+00
 42000.000  1.938936309738046e+00 -9.725460180030998e-01 -1.603504524510868e+03  4.157432189054856e+03 -6.537444462546507e+03 -4.624373739607111e+00  3.280376495049539e+00  3.828570101925059e+00
 48000.000  1.582472114022538e+00 -1.199411876385864e+00 -3.399586599336228e+01  2.920813720117818e+03 -7.499357747414288e+03 -4.830278146640393e+00  4.204339356836161e+00  2.017219905276675e+00
 54000.000  7.533657728289782e-01 -1.308922953030077e+00  1.534031807941597e+03  1.438809828456907e+03 -7.849316303297999e+03 -4.636965518225609e+00  4.754589680839477e+00  1.152050032555688e-01
 60000.000 -5.485836298063405e-02 -1.196156107888601e+00  2.974872699727283e+03 -1.636005049961331e+02 -7.576597722801182e+03 -4.079242867184981e+00  4.918785400027756e+00 -1.763673890276049e+00
 66000.000 -3.986448527596825e-01 -9.767212038384913e-01  4.174795686186653e+03 -1.758153600104015e+03 -6.706089959777775e+03 -3.193724586579416e+00  4.690156095483720e+00 -3.514724791158410e+00
 72000.000 -5.685000701774506e-01 -7.256229618334651e-01  5.032997161765718e+03 -3.214810078149620e+03 -5.297188719771910e+03 -2.021522360737879e+00  4.066003954485106e+00 -5.030999247940809e+00
 78000.000 -6.783149055168369e-01 -4.565400751175394e-01  5.464203964179000e+03 -4.403708123502374e+03 -3.446105298544451e+03 -6.156705768473505e-01  3.051972507936608e+00 -6.193929801308114e+00
 84000.000 -7.660676897451264e-01 -1.704016404801407e-01  5.404435759690865e+03 -5.199582195907606e+03 -1.290558014689695e+03  9.468711568741807e-01  1.673074415758084e+00 -6.868570892782843e+00
